property_name,reviewer,date,stars,heading,review
Metropolis Fair Oaks,Guest User,14/10/2020,4,Gorgeous Place.,It offers a living blend of luxury and a peaceful lifestyle. It also provides easy access to all daily needs. Its best in class quality construction. People living here enjoy all part of its.
Metropolis Fair Oaks,Guest User,13/10/2020,4,Good Project.,This project is a blend of greenery and luxury. It also provides office space and all basic needs and necessities are in proximity. It offers people to enjoy and keep work-life balance.
Metropolis Fair Oaks,Guest User,14/10/2020,4,Gorgeous Place.,It offers a living blend of luxury and a peaceful lifestyle. It also provides easy access to all daily needs. Its best in class quality construction. People living here enjoy all part of its.
Metropolis Fair Oaks,Guest User,13/10/2020,4,Good Project.,This project is a blend of greenery and luxury. It also provides office space and all basic needs and necessities are in proximity. It offers people to enjoy and keep work-life balance.
Metropolis Fair Oaks,Muthusamy ,13/03/2014,2,Sarjapur.,?
RR Signature,Guest User,09/05/2021,4,Lovely place...,This property has a lots of open space and greenery area from which it feels so good and fresh. Kids play area is there for indoor and outdoor games and many more..
RR Signature,Guest User,09/05/2021,5,Awesome place...,The construction of this property is so good and constructed very nicely. 2bhk and 3bhk appartments has the open space which are soo good to stay here...
RR Signature,Guest User,09/05/2021,4,Lovely place...,This property has a lots of open space and greenery area from which it feels so good and fresh. Kids play area is there for indoor and outdoor games and many more..
RR Signature,Guest User,09/05/2021,5,Awesome place...,The construction of this property is so good and constructed very nicely. 2bhk and 3bhk appartments has the open space which are soo good to stay here...
RR Signature,Guest User,09/05/2021,5,Awesome place...,The construction of this property is so good and constructed very nicely. 2bhk and 3bhk appartments has the open space which are soo good to stay here...
RR Signature,Sachin ,17/02/2016,4,Thanisandra Main Road,?
Raja Ritz Avenue,Guest User,25/03/2021,4,Nice project.,This is an under-construction project and possession will start from 2022. World-class amenities available to feels more luxurious to its residents. Great connectivity to KR Puram Road & Old Airport Road as well. Overall is the best project.
Raja Ritz Avenue,Guest User,14/10/2020,5,Nice project.,This is very skilled designed under construction Projects. Looking very premium from the outside. Equipped with all the modern amenities to full fill the needs of residents. good connectivity to KR Puram Road & Old Airport Road as well.
Raja Ritz Avenue,Guest User,25/03/2021,4,Nice project.,This is an under-construction project and possession will start from 2022. World-class amenities available to feels more luxurious to its residents. Great connectivity to KR Puram Road & Old Airport Road as well. Overall is the best project.
Raja Ritz Avenue,Guest User,14/10/2020,5,Nice project.,This is very skilled designed under construction Projects. Looking very premium from the outside. Equipped with all the modern amenities to full fill the needs of residents. good connectivity to KR Puram Road & Old Airport Road as well.
Raja Ritz Avenue,Gopi ,08/11/2014,5,Hoodi Circle.,?
Provident Capella,Guest User,07/11/2020,4,Nice project.,Provident Capella is a good project. There are all the BHK Options available at suitable pricing. But their employee is unprofessional not to tell all the terms and conditions.
Provident Capella,Guest User,06/11/2020,4,Nice project.,"It is a very nice and calm area, which is under development and new build good township, Good roads and empty plots yet to be constructed by owners. All facilities are available nearby town."
Provident Capella,Guest User,07/11/2020,4,Nice project.,Provident Capella is a good project. There are all the BHK Options available at suitable pricing. But their employee is unprofessional not to tell all the terms and conditions.
Provident Capella,Guest User,06/11/2020,4,Nice project.,"It is a very nice and calm area, which is under development and new build good township, Good roads and empty plots yet to be constructed by owners. All facilities are available nearby town."
Provident Capella,Guest User,05/11/2020,4,Good project.,"Provident Kenworth is on prime locations  Near to International Airport and the main road, pricing is an average middle-class person are afford easily, park and parking is enough space available. The floor has great marble and, the flooring wall has waterproof painting and much more."
Provident Capella,Suresh,20/05/2019,5,Whitefield.,?
Pride Sunrise,Guest User,16/11/2020,4,Nice project.,This project has all the needs and facilities like kids' play area for the children. Indoor and outdoor games are provided. This place is full of greenery.
Pride Sunrise,Guest User,16/11/2020,4,Nice project.,This project has all the needs and facilities like kids' play area for the children. Indoor and outdoor games are provided. This place is full of greenery.
Pride Sunrise,Nagendra,15/03/2012,0,Review Of Bannerghatta-Jigani Road,?
Pariwar Pragathi,Srikanth,19/06/2015,5,Banerghatta Main Road.,?
DS MAX Sonata Nest,Harendra,19/04/2016,4,Chikkabanavara.,?
Sowparnika Flamenco,Guest User,01/11/2020,4,Nice project.,"It is a good location for the project. The parking facility is well covered and visitors. Nearly all transportation and shopping mall available, schools and hospitals are nearby."
Sowparnika Flamenco,Guest User,30/10/2020,4,Good project.,"Sowparnika flamenco is a residential project located in Sarjapur, close to the outer ring road connecting to all majors places in Bangalore. All modern amenities and facilities are available here."
Sowparnika Flamenco,Guest User,01/11/2020,4,Nice project.,"It is a good location for the project. The parking facility is well covered and visitors. Nearly all transportation and shopping mall available, schools and hospitals are nearby."
Sowparnika Flamenco,Guest User,30/10/2020,4,Good project.,"Sowparnika flamenco is a residential project located in Sarjapur, close to the outer ring road connecting to all majors places in Bangalore. All modern amenities and facilities are available here."
Sowparnika Flamenco,Tanmoy,03/04/2014,5,Sarjapur is the well known place of Bangalore.,?
ELV Kingsland,Amit Kumar,01/05/2017,5,Whitefield,?
Ambika Arcade,Guest User,21/10/2020,4,Good project.,The project is located at Devanahalli in Bangalore. It is a residential project. It is a completely pollution-free and very peaceful area. It offers all the modern amenities are available to its residents for relaxation.
Ambika Arcade,Guest User,21/10/2020,4,Nice project.,"The place is away from the city and a lot of greenery. It provides amenities which is well maintained. Other facilities like School, Bank, Hospital, Market all are very close to it."
Ambika Arcade,Guest User,21/10/2020,4,Good project.,The project is located at Devanahalli in Bangalore. It is a residential project. It is a completely pollution-free and very peaceful area. It offers all the modern amenities are available to its residents for relaxation.
Ambika Arcade,Guest User,21/10/2020,4,Nice project.,"The place is away from the city and a lot of greenery. It provides amenities which is well maintained. Other facilities like School, Bank, Hospital, Market all are very close to it."
Ambika Arcade,Guest User,16/10/2020,1,Good project.,Think about before your booking they give all false promises after booking the booking amount also will not refund.
Ambika Arcade,Sunil,10/09/2018,4,Devanhalli.,?
Purva Palm Beach,Guest User,18/06/2021,5,Nice project.,Purva Palm Beach is an excellent residential project located in Hennur. The project is well maintained with lots of open space and full of greenery.
Purva Palm Beach,Guest User,13/06/2021,4,Nice project.,It is a very good and well-gated community. It is a peaceful place. Awesome and peaceful environment. Good security and connectivity.
Purva Palm Beach,Guest User,18/06/2021,5,Nice project.,Purva Palm Beach is an excellent residential project located in Hennur. The project is well maintained with lots of open space and full of greenery.
Purva Palm Beach,Guest User,13/06/2021,4,Nice project.,It is a very good and well-gated community. It is a peaceful place. Awesome and peaceful environment. Good security and connectivity.
Purva Palm Beach,Guest User,11/06/2021,5,Nice project.,Purva Palm Beach is a well-designed residential ready-to-move project developed by Puravankara Projects Pvt Ltd located at the well-known locality Hennur main road Bangalore. It is a great place to live with all the comfort the project having luxury premium 2 and 3 BHK multistorey apartments with gr... Read More
Purva Palm Beach,Guest User,27/12/2020,4,Beautiful apartment,This apartment has a kids play area for playing and the garden area is also there. It offers a beautiful landscape matching to a beach area and soothing enviornment.
Purva Palm Beach,Guest User,23/12/2020,4,Good project.,"Purva Palm Beach is a good Multistorey residential project located in Hennur with all modern amenities and facilities with lots of open space, legacy international school is just 1.5 km, Hennur Decthon is just 1.8 km."
Purva Palm Beach,Guest User,22/12/2020,5,Great view from the project,Purva Palm Beach is one of the popular located at a prime location hennur main road developed by Puravankara projects Pvt Ltd the project provides beautifully designed 2 and 3 BHK Excellent homes with well planned amenities.
Purva Palm Beach,Guest User,18/12/2020,5,Amazing project with good location,Purva Palm Beach is located in north Banglore Hennur main road with good connectivity for it and it has best class amenities by the developer and good open space with very good landscape view within the project easy access to the main road from the project
Purva Palm Beach,Vijay,18/07/2020,5,Purva Palm Beach.,"Purva Palm Beach is a project located in the north Bangalore. Its having bamboo like structure which gives its sound like beaches which is the USP also of this project. It offers all modern amenities such swimming pool, club house, gym and many more."
Purva Palm Beach,Ravi,22/04/2014,4,Hennur Main Road.,?
Mathapathi Brundaavan,Guest User,03/05/2021,4,Nice project.,Mathapathi Brundaavan is a residential outstanding ready-to-move project developed by Mathapathi Constructions Pvt Ltd at prime location Kaggadasapura. The project provides quality type of 2 and 3 BHK apartments with great amenities.
Mathapathi Brundaavan,Guest User,03/05/2021,4,Nice project.,Mathapathi Brundaavan is a well-designed ready to move Apartment situated at Kaggadasapura. It is a very good location a great place to live. The project has various 2 and 3 BHK properties good ventilation and it also offers great facilities.
Mathapathi Brundaavan,Guest User,03/05/2021,4,Nice project.,Mathapathi Brundaavan is a residential outstanding ready-to-move project developed by Mathapathi Constructions Pvt Ltd at prime location Kaggadasapura. The project provides quality type of 2 and 3 BHK apartments with great amenities.
Mathapathi Brundaavan,Guest User,03/05/2021,4,Nice project.,Mathapathi Brundaavan is a well-designed ready to move Apartment situated at Kaggadasapura. It is a very good location a great place to live. The project has various 2 and 3 BHK properties good ventilation and it also offers great facilities.
Mathapathi Brundaavan,Durai,05/03/2015,5,Kaggadasapura.,?
VARS Parkwood,Guest User,14/10/2020,5,Good Project.,This property offers a wide area to feel comfortable with the residents. Here the flats are designed beautifully and one can have an interest in buying this project.
VARS Parkwood,Guest User,14/10/2020,5,Nice Project.,It is having superior built-in quality. The construction is very strong and constructed very beautifully. Here the flats are so spacious and can be more comfortable.
VARS Parkwood,Guest User,14/10/2020,5,Good Project.,This property offers a wide area to feel comfortable with the residents. Here the flats are designed beautifully and one can have an interest in buying this project.
VARS Parkwood,Guest User,14/10/2020,5,Nice Project.,It is having superior built-in quality. The construction is very strong and constructed very beautifully. Here the flats are so spacious and can be more comfortable.
VARS Parkwood,Suvagata,22/08/2020,5,VARS Parkwood.,This project comes between Marathahalli outer ring road Sarjapur and Bellandur there are many IT companies around the project like RMZ Eco space Cassana abd Evo world and easy access to all basic facilities like shopping mall shopping center.
VARS Parkwood,Guest User,20/08/2020,4,VARS Parkwood_Bellandur,This project comes between Marathahalli outer ring road Sarjapur and Bellandur there are many IT companies around the project like RMZ Eco space cassava and world and easy access to all basic facilities like shopping mall shopping centre.
VARS Parkwood,Tina,15/05/2014,5,Bellandur.,?
Glen Gate,Guest User,14/10/2020,5,Good Project.,"Glen Gate is a new residential project by the House of Hiranandani group that comes in Tata Nagar. Hebbal very close to many reputed hospitals, schools, mall's supermarkets, etc. It offers all major amenities and a great atmosphere."
Glen Gate,Guest User,19/08/2020,5,Nice feel with all amenities.,Glen Gate is ready to move the project in herbal very good location housing of Hiranandani offers 2 and 3 BHK luxury premium Apartments with world-class amenities.
Glen Gate,Guest User,14/10/2020,5,Good Project.,"Glen Gate is a new residential project by the House of Hiranandani group that comes in Tata Nagar. Hebbal very close to many reputed hospitals, schools, mall's supermarkets, etc. It offers all major amenities and a great atmosphere."
Glen Gate,Guest User,19/08/2020,5,Nice feel with all amenities.,Glen Gate is ready to move the project in herbal very good location housing of Hiranandani offers 2 and 3 BHK luxury premium Apartments with world-class amenities.
Glen Gate,Divya,10/02/2020,4,Hebbal.,?
Bhuvi By Amsha,Guest User,06/11/2020,5,Good project.,"A most wonderful residential project for residents' comfort. It has many class amenities are available here.  Also, all civic amenities for your daily needs are available very nearby."
Bhuvi By Amsha,Guest User,06/11/2020,5,Good project.,"A most wonderful residential project for residents' comfort. It has many class amenities are available here.  Also, all civic amenities for your daily needs are available very nearby."
Bhuvi By Amsha,Swapna,13/07/2018,5,Kadubeesanahalli.,?
Pride Pegasus,Alex,17/02/2014,5,Hennur Main Road.,?
Arsis Green Hills,Guest User,27/10/2020,4,Very nice project,"The project located in middle of the city. It is a Residential project. It has a very beautiful and clean water Swimming pool which is well maintained by staff. Also has gym, cafeteria, 24 hrs security, gated community and many more amenities. Also available all facilities here."
Arsis Green Hills,Guest User,27/10/2020,4,Very nice project,"The project located in middle of the city. It is a Residential project. It has a very beautiful and clean water Swimming pool which is well maintained by staff. Also has gym, cafeteria, 24 hrs security, gated community and many more amenities. Also available all facilities here."
Arsis Green Hills,Hari,13/05/2014,3,K R Puram.,?
Sashank Aadya,Saravana,26/09/2013,5,Vidyaranyapura.,?
Unnathi Vaibhavi,mukesh naidu,11/02/2020,4,Horamavu.,?
Brigade Meadows Plumeria,DDD,19/03/2015,5,Kanakapura Road.,?
Sai Sunshine,Kiran,19/06/2018,4,Whitefield,?
Candeur Signature,RAMESH,12/06/2014,4,Varthur.,?
Signature Classic Phase 2,durgarao,18/04/2014,4,Sarjapur is the well known place of Bangalore.,?
SMR Vinay Estella,Guest User,22/05/2021,4,Nice project.,Good society have good facilities and aminities like Amphitheater Badminton Court Banquet Hall Basket Ball Court CCTV Cameras Club House Covered Car Parking Creche Cricket Court Guest House Gym Indoor Games Jogging Track Landscaped Garden Lift Meditation Hall Open Parking Play Area Security Personne... Read More
SMR Vinay Estella,Guest User,22/05/2021,4,Nice project.,SMR Vinay Estella is a good project located on the north side of the city. It offers all kinds of amenities including a large open space for the children's play area.
SMR Vinay Estella,Guest User,22/05/2021,4,Nice project.,Good society have good facilities and aminities like Amphitheater Badminton Court Banquet Hall Basket Ball Court CCTV Cameras Club House Covered Car Parking Creche Cricket Court Guest House Gym Indoor Games Jogging Track Landscaped Garden Lift Meditation Hall Open Parking Play Area Security Personne... Read More
SMR Vinay Estella,Guest User,22/05/2021,4,Nice project.,SMR Vinay Estella is a good project located on the north side of the city. It offers all kinds of amenities including a large open space for the children's play area.
SMR Vinay Estella,Guest User,14/08/2020,3,SMR Vinay Estella,"SMR Vinay Estella we understand the value of your hard earned money, we know the hard work your put in to fulfill your family dreams, we realize how difficult it is to give up your familiar surroundings and venture into a whole new territory."
SMR Vinay Estella,Christopher ,10/11/2015,4,Singapura.,?
Skycourt ,Guest User,08/05/2021,5,Good project.,This project has kid's play area indoor and outdoor games. The Garden area is there for walking and jogging track available here in the morning and many more.
Skycourt ,Guest User,08/05/2021,4,Nice project.,This project road connectivity is very good. It has a lot of space and 2 BHK and 3 BHK flats are available here for the customers to stay more comfortably.
Skycourt ,Guest User,08/05/2021,5,Good project.,This project has kid's play area indoor and outdoor games. The Garden area is there for walking and jogging track available here in the morning and many more.
Skycourt ,Guest User,08/05/2021,4,Nice project.,This project road connectivity is very good. It has a lot of space and 2 BHK and 3 BHK flats are available here for the customers to stay more comfortably.
Skycourt ,Girish,18/05/2014,4,Marathahalli.,?
SMR Vinay Gateway,Amulya,26/07/2011,0,Review Of Chikkajala,?
Rain Bow Oaks,Guest User,22/01/2021,5,Good project.,"Project quality is very good, legally through, well-executed project"
Rain Bow Oaks,Guest User,22/01/2021,5,Good project.,"Project quality is very good, legally through, well-executed project"
Rain Bow Oaks,R V ,10/08/2015,4,Begur is very good location. ,?
Ortus,Guest User,06/11/2020,4,Good project.,"Ortus is a specious ready to move project located at a prime locality. Amrutahalli is very good, project location easy access to many Schools, Hospitals, Shopping malls, and well connectivity. This project provides amazing 2 and 3 Bhk residential homes with great amenities."
Ortus,Guest User,05/11/2020,4,Very good project.,"Ortus is ready to move residential apartments developed by Trendsquare Constructions Pvt Ltd. The project offers luxury premium 2 and 3 Bhk multistorey properties world-class living with comfort, good ventilation, and great facilities."
Ortus,Guest User,06/11/2020,4,Good project.,"Ortus is a specious ready to move project located at a prime locality. Amrutahalli is very good, project location easy access to many Schools, Hospitals, Shopping malls, and well connectivity. This project provides amazing 2 and 3 Bhk residential homes with great amenities."
Ortus,Guest User,05/11/2020,4,Very good project.,"Ortus is ready to move residential apartments developed by Trendsquare Constructions Pvt Ltd. The project offers luxury premium 2 and 3 Bhk multistorey properties world-class living with comfort, good ventilation, and great facilities."
Ortus,Guest User,04/11/2020,4,Ortus.,"Ortus is a specious ready to move project located at a prime locality Amrutahalli. It is a very good project location with easy access to many schools, hospitals, and shopping malls. This project provides Amazing 2 and 3 BHK residential homes with great amenities."
Ortus,Guest User,23/08/2020,3,Ortus.,"The most impressive and excellent project location with all super luxury amenities in great price , very constructive from reputed builders which is having a graded community."
Ortus,Raghavendra,31/01/2013,0,Review Of Amrutahalli,?
Aryan Opulence,Guest User,14/10/2020,4,Good Project.,"Aryan Opulence is a species ready to move project situated at Rajarajeshwari Nagar very good location with health surroundings and all the facilities close to the project. It also has modern amenities like a swimming pool, clubhouse Gym, Landscaped garden, play area, etc."
Aryan Opulence,Guest User,12/10/2020,4,Great view from the project.,Aryan Opulence is a residential ready to move apartment developed by Aryan Constructions Pvt Ltd. The project provides premium 2 and 3 BHK multistorey properties with great ventilation in and around the project. It also facilitates world-class facilities.
Aryan Opulence,Guest User,14/10/2020,4,Good Project.,"Aryan Opulence is a species ready to move project situated at Rajarajeshwari Nagar very good location with health surroundings and all the facilities close to the project. It also has modern amenities like a swimming pool, clubhouse Gym, Landscaped garden, play area, etc."
Aryan Opulence,Guest User,12/10/2020,4,Great view from the project.,Aryan Opulence is a residential ready to move apartment developed by Aryan Constructions Pvt Ltd. The project provides premium 2 and 3 BHK multistorey properties with great ventilation in and around the project. It also facilitates world-class facilities.
Aryan Opulence,Pankajam,07/08/2017,5,Rajarajeshwari Nagar.,?
Habitat Aura,Guest User,15/02/2021,5,Nice Project,This property has the garden area for the residents staying here for walking and jogging track is also available over here..
Habitat Aura,Guest User,23/01/2021,4,Nice project.,"There are no sports facilities available here. All the facilities like gymnasium, lift facility and garden is also available here."
Habitat Aura,Guest User,15/02/2021,5,Nice Project,This property has the garden area for the residents staying here for walking and jogging track is also available over here..
Habitat Aura,Guest User,23/01/2021,4,Nice project.,"There are no sports facilities available here. All the facilities like gymnasium, lift facility and garden is also available here."
Habitat Aura,Lakshmi,05/10/2012,0,Review Of Arakere,?
Jai Bharathi Signature,Venkatesh,21/03/2014,3,Horamavu.,?
ISR Ashrita,Guest User,09/04/2021,4,ISR project review,"I visited the project its put up in a niche environment with attractive price list, the quality of the building is remarkable, a must buy property ."
ISR Ashrita,Guest User,09/04/2021,4,ISR project review,"I visited the project its put up in a niche environment with attractive price list, the quality of the building is remarkable, a must buy property ."
ISR Ashrita,Ayaz ,14/11/2015,4,Varthur.,?
Bavisha Bentley Greens,Manjunath,04/04/2018,3,Sarjapur Road,?
Alpine Fiesta,Guest User,04/09/2020,4,Alpine Fiesta.,"Alpine Fiesta is a project located very near to the Hoodi junction hence. It is connectivity is very good as the upcoming Hoodi metro station is on walkable distance. It has all modern amenities such as a swimming pool, kids play zone, gym, clubhouse, etc. enabling life in comfort."
Alpine Fiesta,Guest User,28/08/2020,5,Good Location.,"This project is located in the Whitefield area, which is a very popular area. It also has all major amenities. But having little smaller apartments but okay for the price. The security staffs are not so very professional, could have been better."
Alpine Fiesta,Guest User,04/09/2020,4,Alpine Fiesta.,"Alpine Fiesta is a project located very near to the Hoodi junction hence. It is connectivity is very good as the upcoming Hoodi metro station is on walkable distance. It has all modern amenities such as a swimming pool, kids play zone, gym, clubhouse, etc. enabling life in comfort."
Alpine Fiesta,Guest User,28/08/2020,5,Good Location.,"This project is located in the Whitefield area, which is a very popular area. It also has all major amenities. But having little smaller apartments but okay for the price. The security staffs are not so very professional, could have been better."
Alpine Fiesta,Rajesh ,03/02/2021,5,Nice place,?
Platina Exotica,Mohan,13/05/2013,5,Hampapura Village.,?
Master Royal Meenakshi,Dhiraj,03/08/2014,5,Bannerghatta Road.,?
Abhee Prakruthi Villa,Latha,25/10/2012,0,Review Of Chanda Pur,?
Suraksha Tranquil Gardens,Nagaraju,27/08/2021,4,Hulimavu.,?
GMC One,Vijay,16/04/2014,5,Mysore Road is a decent locality of Bangalore.,?
ACACIA,maitri upadhyay,19/04/2019,1,Worst area of Bangalore.,?
Wonderwall,Rajagopalan,05/09/2019,4,Sarjapur Road.,?
Saptagiri Maharshi Gokulam,James,09/08/2013,5,Old Madras.,?
Trifecta Bueno,Shilpa,20/02/2016,5,Sarjapur Road.,?
Orchid Whitefield,Guest User,05/09/2020,4,Orchid Whitefield.,"Orchid Whitefield by Goyal and Co, a well-known builder. It is located at Makarba, a prime location and popular project at Makarba location. It has the best class apartment. A nice place."
Orchid Whitefield,Guest User,04/09/2020,5,Nice project.,This project has good flats and gives good amenities. Also good visitor parking. All types of amenities are here ensuring a comfortable life. Very nice society. Good investment option.
Orchid Whitefield,Guest User,05/09/2020,4,Orchid Whitefield.,"Orchid Whitefield by Goyal and Co, a well-known builder. It is located at Makarba, a prime location and popular project at Makarba location. It has the best class apartment. A nice place."
Orchid Whitefield,Guest User,04/09/2020,5,Nice project.,This project has good flats and gives good amenities. Also good visitor parking. All types of amenities are here ensuring a comfortable life. Very nice society. Good investment option.
Orchid Whitefield,Guest User,23/08/2020,4,Orchid Whitefield,"Orchid whitefield Enjoy's a unique locational advantage with walking Distance from Whitefield Main road and proximity Established IT parks, malls, hospitals, and schools like Neev, DPS, tisb, Greenwood, Ryan international, to name a few."
Orchid Whitefield,Mahipal,24/03/2018,5,Whitefield,?
MRKR Mera Homes,Guest User,07/12/2020,5,MRKR Mera Homes.,MRKR Mera Homes is an outstanding residential project built by MRKR Constructions Pvt Ltd at prime locality Whitefield Bangalore. The project has luxury 2 and 3 BHK flats with world-class amenities.
MRKR Mera Homes,Guest User,15/08/2020,5,MRKR Mera Homes.,This is beautiful MRKR Mera Homes. Apartment with unobstructed view of the Garden. Near Sai Baba Ashram.
